Attribute names:	P0	P1	P2	P3
Minor allele frequencies:	0.40	0.40	0.40	0.40
Alpha: 0.000000
Beta: 14.465317
Prevalence: 0.001374
Heritability: 0.499237

Table:

0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000001
0.000000, 0.000001, 0.000017

0.000000, 0.000000, 0.000001
0.000000, 0.000001, 0.000017
0.000001, 0.000017, 0.000270

0.000000, 0.000001, 0.000017
0.000001, 0.000017, 0.000270
0.000017, 0.000270, 0.004181

0.000000, 0.000000, 0.000001
0.000000, 0.000001, 0.000017
0.000001, 0.000017, 0.000270

0.000000, 0.000001, 0.000017
0.000001, 0.000017, 0.000270
0.000017, 0.000270, 0.004181

0.000001, 0.000017, 0.000270
0.000017, 0.000270, 0.004181
0.000270, 0.004181, 0.064661

0.000000, 0.000001, 0.000017
0.000001, 0.000017, 0.000270
0.000017, 0.000270, 0.004181

0.000001, 0.000017, 0.000270
0.000017, 0.000270, 0.004181
0.000270, 0.004181, 0.064661

0.000017, 0.000270, 0.004181
0.000270, 0.004181, 0.064661
0.004181, 0.064661, 1.000000
